record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,13,version,version,Explicit version identifier for the record or object. Do not rely on file modification time.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,14,supersedes,supersedes,Record supersedes in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,conditional; in completed records use “not applicable — reason” rather than a blank cell,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,15,status,status,Current lifecycle or decision status. Use the controlled vocabulary declared for the record.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,lifecycle_status,draft; candidate; reviewed; accepted locally; superseded; withdrawn,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: lifecycle_status,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,1,milestone_id,Milestone id,Stable identifier for milestone id. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty stable identifier; unique within the project namespace,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,2,milestone_or_gate,Milestone or gate,Record milestone or gate in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,3,required_record,Required record,Record required record in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,4,record_class,Record class,Record record class in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,5,authority_or_reviewer,Authority or reviewer,"Named authority, permission or rights basis governing authority or reviewer.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,6,version,version,Explicit version identifier for the record or object. Do not rely on file modification time.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,7,retained_evidence,Retained evidence,"Named, retrievable evidence relevant to retained evidence; use a safe locator rather than confidential payload.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
FULL-MILESTONE_EVIDENCE_REGISTER_FULL,full,MILESTONE_EVIDENCE_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/MILESTONE_EVIDENCE_REGISTER_FULL.csv,8,storage_boundary,Storage boundary,"Material constraint, uncertainty or boundary associated with storage boundary.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 8.8 Assemble the Editorial Closure Dossier and pass the Editorial Gate
